bgn,end,bs_threshold,window,ch,insulation_score,boundary_strength,ins_score_sperm.danrer11-reduced.mapq_30.1000,ins_score_Wild-Type_2.75.danrer11-reduced.mapq_30.1000,ins_score_WT.danrer11-reduced.mapq_30.1000,ins_score_TR.danrer11-reduced.mapq_30.1000,ins_score_Wild-Type_5.3.danrer11-reduced.mapq_30.1000,ins_score_Wild-Type_11.danrer11-reduced.mapq_30.1000,ins_score_Wild-Type_25.danrer11-reduced.mapq_30.1000
1090000,1100000,0.97,220000,chr1,-0.1530255900290994,0.4088912806161134,-0.1530255900290994,-0.484916229412459,-0.5844988357338751,-0.5771270453373796,-0.6600520531544404,-0.2948296770439005,-0.47613548425546093
1340000,1350000,0.97,220000,chr1,-0.2782889269123633,0.7131483026665146,-0.27828892691236334,-0.4458504058006517,-0.5465092816515355,-0.6424056928623929,-0.5145037036334871,-0.8852860502727837,-0.5979934902295982
1640000,1650000,0.97,220000,chr1,-0.2718469474646013,0.5875784605911243,-0.2718469474646013,-0.12936818825426472,-0.17026551117669766,-0.16895052593302987,-0.23775638061988316,-0.17737239062373056,-0.4464159957558401
2510000,2520000,0.97,220000,chr1,-0.3318342791744128,0.64009056227503,-0.3318342791744128,-0.22290126323698212,-0.6492120072891259,-0.5072663658282791,-0.6979688070102571,-0.6987934464863248,-0.6880400325379135
3640000,3650000,0.97,220000,chr1,-1.3163142447054197,1.976652927872552,-1.3163142447054195,-1.0068054859806574,-1.2842825318493731,-1.323464161838441,-1.327423664667635,-1.4644264018990443,-0.958388081422111
8220000,8230000,0.97,220000,chr1,-0.3497377935246978,0.377023511994573,-0.3497377935246978,-0.030287260654180654,-0.10515825421213168,-0.009503056249234667,-0.12506803476460623,-0.08456542305403414,0.008849352663853737
11110000,11120000,0.97,220000,chr1,-0.3639750326055981,0.5007568891946576,-0.3639750326055981,-0.16072445574214955,-0.4302450532616988,-0.3478537635066621,-0.42515630432590457,-0.45222482148316145,-0.41135386955787295
12410000,12420000,0.97,220000,chr1,-0.3217774517551579,0.3898644285439867,-0.32177745175515793,-0.17104013422553474,-0.353783401711777,-0.36642649990636567,-0.39897845611387334,-0.8888955506946405,-0.7044257134664155
16140000,16150000,0.97,220000,chr1,-0.4114407517897738,0.5946772443756303,-0.4114407517897738,-0.2170168461998712,-0.12801749465358747,-0.05783963984563541,-0.1556800798564128,-0.021685739270044534,0.08812365058270358
16700000,16710000,0.97,220000,chr1,-0.2974634067326141,0.396306420175204,-0.2974634067326141,-0.23608334436103562,-0.48370854982435535,-0.40524169515749414,-0.5610332527656379,-0.9018251620903064,-0.8655678567922557
19190000,19200000,0.97,220000,chr1,-0.2647112196789606,0.5011811545285663,-0.26471121967896066,0.039047435203537914,0.049685873459105856,-0.07398102473691916,-0.013226616573076794,-0.06419529965090315,-0.14764323280304092
20520000,20530000,0.97,220000,chr1,-0.2315829198748852,0.4126364715769199,-0.23158291987488522,-0.007552615380344766,-0.08810084472888202,-0.04249941362088351,-0.09983800871941222,-0.3073362586821007,-0.12246166095248168
22880000,22890000,0.97,220000,chr1,-0.0750698323585816,0.4343044339873275,-0.07506983235858168,-0.002175254784097852,-0.12359816937295685,-0.17347903689806043,-0.16396621529837943,-0.4233494489374345,-0.21374601820692463
23660000,23670000,0.97,220000,chr1,-0.1338529728924425,0.6802908187007498,-0.13385297289244258,-0.1437559401570774,-0.1683350397149808,-0.1518156399108079,-0.23008558657138645,0.02364227254747407,0.030931041180878412
24750000,24760000,0.97,220000,chr1,-0.0207249159474062,0.389622791032241,-0.020724915947406292,0.09446399108359854,0.12687849387478586,0.1542643190927019,0.13119641998609782,0.3854251656000662,0.514842583178357
25970000,25980000,0.97,220000,chr1,-0.2432957110596948,0.621267637708433,-0.24329571105969486,-0.037203163691332745,0.0672072518713132,-0.13702730891982073,0.029784239837534175,-0.05669954471681715,-0.22829743279743187
30520000,30530000,0.97,220000,chr1,-0.170788913349938,0.3812068287766248,-0.17078891334993807,-0.059753441102331495,-0.02633903048118671,-0.1978830792604253,-0.23847799793960509,-0.4368808361585658,-0.28106118682843834
32120000,32130000,0.97,220000,chr1,-0.2497301528875058,0.4899848520160905,-0.24973015288750586,0.04052452626675904,0.22761416835052076,-0.05321456151328036,0.12525219058500753,-0.1478621098801666,0.11138146880417914
38450000,38460000,0.97,220000,chr1,-0.2716800267967382,0.3939802617904187,-0.27168002679673825,-0.22952214795349818,-0.22586055238306585,-0.31088146896686664,-0.4553167591167892,-0.4720197665771799,-0.3443793546278867
40710000,40720000,0.97,220000,chr1,-0.7719249575173618,0.8239549225376525,-0.7719249575173618,-0.6889067300246665,-0.7067006328036987,-0.8607699140341345,-0.7939454269970384,-1.1651591824048841,-1.122731657369828
