bgn,end,bs_threshold,window,ch,insulation_score,boundary_strength,ins_score_sperm.danrer11-reduced.mapq_30.1000,ins_score_Wild-Type_2.75.danrer11-reduced.mapq_30.1000,ins_score_WT.danrer11-reduced.mapq_30.1000,ins_score_TR.danrer11-reduced.mapq_30.1000,ins_score_Wild-Type_5.3.danrer11-reduced.mapq_30.1000,ins_score_Wild-Type_11.danrer11-reduced.mapq_30.1000,ins_score_Wild-Type_25.danrer11-reduced.mapq_30.1000
770000,780000,0.97,230000,chr1,-0.2595747368575851,0.4374669505596352,0.10355011053443768,-0.25957473685758514,-0.2758250647880915,-0.4141914623649477,-0.4219909571852352,0.15527977229718098,0.02317198951719755
1080000,1090000,0.97,230000,chr1,-0.4607192198369566,0.7655449588822936,-0.09515632038902402,-0.4607192198369566,-0.5014556686739414,-0.559489661296452,-0.6705953047737114,-0.3426785131003637,-0.566982157252721
1340000,1350000,0.97,230000,chr1,-0.4302865165079957,0.59493022303592,-0.23149520649621377,-0.4302865165079957,-0.5127228999041439,-0.6297870725289589,-0.4678916829586668,-0.8218691457743135,-0.5474710781404012
2510000,2520000,0.97,230000,chr1,-0.209965673505908,0.3935937367574074,-0.3252496218311451,-0.20996567350590803,-0.6401836335521753,-0.5080384731110981,-0.6813579868713535,-0.6861045149047493,-0.6630157788594399
3070000,3080000,0.97,230000,chr1,-0.4472413827223619,0.5978435959553113,-0.027699012858588553,-0.44724138272236197,-0.3408693238968268,-0.2837842676668011,-0.36622229403341905,-0.4438052944812992,-0.4435925717059079
3640000,3650000,0.97,230000,chr1,-0.9508823814144526,1.6769580206627093,-1.297340577606039,-0.9508823814144526,-1.2613363841801,-1.2826737011956797,-1.2998555036507777,-1.4225283217713403,-0.8901454951194188
4770000,4780000,0.97,230000,chr1,-0.237853042416865,0.3213839714215946,-0.08928093460516344,-0.23785304241686503,-0.1252263840333357,-0.017143431738460956,-0.07129693251531745,-0.062090334871679136,0.07266914402827367
7050000,7060000,0.97,230000,chr1,-0.259852308583917,0.2795557486914555,-0.12211250089377686,-0.25985230858391706,0.0036924150284660287,0.02748516523846195,0.0006237944843262388,0.008013855994458391,0.08536604284535937
7950000,7960000,0.97,230000,chr1,-0.2946290127119171,0.430378202301109,-0.3044833478685732,-0.29462901271191716,-0.3340747693524709,-0.49681500012840735,-0.3441238447407252,-0.8660569596326504,-0.647090143582374
12410000,12420000,0.97,230000,chr1,-0.1711325635482493,0.2657790830816839,-0.31835910377000354,-0.17113256354824932,-0.3477443322958826,-0.3611831231161344,-0.39627314446085277,-0.8526624249304725,-0.68031054003374
15740000,15750000,0.97,230000,chr1,-0.2882859792457604,0.6135398730750605,-0.3365927289583239,-0.28828597924576044,-0.1409108893345108,-0.23766192507582462,-0.32935910822779113,-0.23355411497854422,-0.10088564656415243
16680000,16690000,0.97,230000,chr1,-0.2857532838837993,0.3525451945425727,-0.2548651948871631,-0.2857532838837993,-0.49903097309427275,-0.4307511188018947,-0.558024545929927,-0.9276321527167384,-0.8858881533129898
17720000,17730000,0.97,230000,chr1,-0.1663325696882231,0.2557630021719534,-0.2691052192701609,-0.16633256968822316,-0.31067481778261397,-0.3710405664407108,-0.34068834264533754,-0.5215121269793457,-0.24198611061674088
19560000,19570000,0.97,230000,chr1,-0.1584144022432753,0.3646281073566319,-0.06279113701711156,-0.15841440224327538,0.13335635151476646,-0.18023927707272072,0.10341809446949135,-0.13018870046008482,-0.29986720249598803
21630000,21640000,0.97,230000,chr1,-0.1093124563578797,0.325633042818511,-0.0034712393978866304,-0.10931245635787971,-0.027170565253395576,-0.14146186856677506,-0.0481097793675068,0.045517226207301864,-0.09498624354635701
22480000,22490000,0.97,230000,chr1,-0.1400107178726153,0.2943343653860876,0.18006656528722192,-0.14001071787261538,0.0024690475038793565,-0.11616799965499483,-0.09981971741111982,0.16905910806045107,0.21044187417865465
23880000,23890000,0.97,230000,chr1,-0.1450918531528151,0.3967767814547555,0.10068105943546299,-0.14509185315281511,-0.18721759044035802,-0.2322128757407578,-0.22305557674577586,-0.3965194999788132,-0.2733547100753213
25970000,25980000,0.97,230000,chr1,-0.0429491515404836,0.3399847118544836,-0.24620402558923576,-0.04294915154048361,0.07774419958454558,-0.14327685268936827,0.016088043972860972,-0.05633073809405913,-0.23407054130878063
30520000,30530000,0.97,230000,chr1,-0.049531698564281,0.3705239909153932,-0.1659426667485956,-0.04953169856428101,-0.022048967987421224,-0.19537182296283953,-0.22862802180823047,-0.4260887379448856,-0.2823225460251406
32940000,32950000,0.97,230000,chr1,-0.1153610831488844,0.295408161238106,-0.12462227102689469,-0.11536108314888449,0.012403798074089922,-0.09813506081657956,-0.036638893961880234,0.07641183034931642,0.19030823317263762
33600000,33610000,0.97,230000,chr1,-0.1390314844912777,0.3676870943129303,-0.09971898402991802,-0.13903148449127772,0.03886564057247173,0.03528530600537408,-0.0058405080435700515,-0.11168161122534061,-0.12401224732566149
36700000,36710000,0.97,230000,chr1,-0.1550521693565297,0.2741313967714447,-0.15588154290539757,-0.15505216935652977,-0.1342047068386705,-0.18755273160277136,-0.16522623222503197,-0.40458147509141384,-0.380802926349499
38450000,38460000,0.97,230000,chr1,-0.2286638296869561,0.3299369938561864,-0.2678525823503943,-0.22866382968695612,-0.23658625036393344,-0.3144803242795496,-0.4509433505590695,-0.46505305982514994,-0.3260941290912238
40710000,40720000,0.97,230000,chr1,-0.640113891318902,1.3661895305671583,-0.7339931723300788,-0.640113891318902,-0.6932850374308135,-0.8475303289232098,-0.777872006865719,-1.1626897041930297,-1.0908176674775143
41570000,41580000,0.97,230000,chr1,-0.6267513118315609,0.7226825543443833,-0.8725521013258764,-0.6267513118315609,-0.8920142219640724,-0.8646636360742004,-0.8310698916263916,-0.94312072230248,-0.737479779807244
48450000,48460000,0.97,230000,chr1,-0.3486668255775772,0.5185413476870299,-0.018605551441799845,-0.3486668255775772,0.023619834852152882,-0.07302768198760165,0.007725716512129884,0.11275171939310842,0.06024234375607973
51010000,51020000,0.97,230000,chr1,-0.1596044501401675,0.2502651910927546,0.0647289958971808,-0.15960445014016753,-0.0669549600356823,-0.07294142451990784,-0.018028698860556944,-0.06202391104372568,-0.09730270723592997
52310000,52320000,0.97,230000,chr1,-0.2181917980082203,0.2576990024228011,-0.09631486593922664,-0.21819179800822036,0.13850986132403117,0.1325866462970784,0.13873259723210593,0.07140341301311344,-0.07721927530443402
52720000,52730000,0.97,230000,chr1,-0.2201936903156063,0.368036935836056,-0.06092504988735396,-0.22019369031560637,-0.3168495951745863,-0.23306016627795859,-0.24507698440532397,-0.2399299158064301,-0.25192949442503615
53390000,53400000,0.97,230000,chr1,-0.1586704570569247,0.3652321829830625,0.06311885082191233,-0.15867045705692479,-0.07142607395235903,0.02824141694884231,-0.17712819430827653,-0.36912043702454134,-0.2511365599594699
58860000,58870000,0.97,230000,chr1,-0.1188915270275336,0.7009545546871808,-0.3917359315144091,-0.1188915270275336,0.02003533558659167,-0.22611106176805584,-0.21563463771351069,-0.34790331990592344,-0.5313799496893858
540000,550000,0.97,250000,chr2,-0.2329381105404311,0.388766927853224,-0.10895926926662897,-0.23293811054043118,0.013260582119629924,-0.3152644620608974,-0.38722422975728155,0.04740669286465235,-0.05600516759009751
2470000,2480000,0.97,250000,chr2,-0.2623931728688533,0.4603489091386317,-0.08370738244727466,-0.26239317286885333,-0.07992634980736314,-0.04018656342913993,-0.04387354571053306,-0.1613090716882096,0.13764895091938875
2910000,2920000,0.97,250000,chr2,-0.2704169712959069,0.4578204129221062,-0.21050311646527614,-0.27041697129590697,-0.4886084895317282,-0.3878714718167402,-0.44408595432701914,-0.40193777732540903,-0.4325683132541575
3880000,3890000,0.97,250000,chr2,-0.2699263952229871,0.3535738765995128,-0.3994171977783412,-0.2699263952229871,-0.17283550735776104,-0.2182905421152347,-0.2858342600259887,-0.06096028792600625,-0.08193061554221052
10260000,10270000,0.97,250000,chr2,-0.357794129047141,0.9250577524884585,-0.7190222303829044,-0.357794129047141,-0.3023754471486639,-0.4667894625467398,-0.47548145779489465,-0.1457752834660998,-0.28038127039095917
13670000,13680000,0.97,250000,chr2,-1.7000244787615757,2.578351628871456,-1.4823281968006181,-1.7000244787615757,-1.6316530753605785,-1.6467197601529853,-1.647803145925929,-1.6213940206456865,-1.5086283671418554
16810000,16820000,0.97,250000,chr2,-0.0822781150437076,0.3507950599456522,0.14802942385637102,-0.08227811504370768,0.02274716360821765,-0.10322308128232682,-0.1685130507095497,-0.10012230003046263,-0.05128833838577688
18660000,18670000,0.97,250000,chr2,-0.1077208104311213,0.3302333901613624,-0.07348121227120251,-0.1077208104311213,-0.10943125815844622,-0.14638683807062144,-0.1313876622626312,-0.4016122684891854,-0.4952065122315059
19330000,19340000,0.97,250000,chr2,-0.1365062625668278,0.4924311360227674,-0.1753793417529987,-0.1365062625668278,0.5523284261533243,0.046235996391230626,0.10395292855411549,0.33074754993164296,0.19406609746089476
20850000,20860000,0.97,250000,chr2,-0.1268552966408929,0.3193872796606568,-0.2528614791477071,-0.12685529664089296,0.07533329479899466,0.021559323209801626,0.049419027083819296,-0.018066934576950133,-0.11739849054993073
