bgn,end,bs_threshold,window,ch,insulation_score,boundary_strength,ins_score_sperm.danrer11-reduced.mapq_30.1000,ins_score_Wild-Type_2.75.danrer11-reduced.mapq_30.1000,ins_score_WT.danrer11-reduced.mapq_30.1000,ins_score_TR.danrer11-reduced.mapq_30.1000,ins_score_Wild-Type_5.3.danrer11-reduced.mapq_30.1000,ins_score_Wild-Type_11.danrer11-reduced.mapq_30.1000,ins_score_Wild-Type_25.danrer11-reduced.mapq_30.1000
100000,110000,0.9,100000,chr1,-0.71099083734864,1.2039536158125448,-0.9479296368605954,-0.39425301247434663,-0.019876537143779724,-0.71099083734864,-0.5557535571848911,-0.5217567037668832,-0.7714798824345225
770000,780000,0.9,100000,chr1,-0.4276828800977895,0.7318939599805778,-0.5943038037740177,-0.7263782534519094,-0.14222574256157183,-0.42768288009778954,-0.3511734615876906,0.14410197414570788,-0.07745030364233516
1090000,1100000,0.9,100000,chr1,-0.9753442412444864,1.3658268160412497,-0.7480272253183519,-0.9842700269659612,-0.872794615274596,-0.9753442412444863,-1.0568982040591723,-0.4193515327502637,-0.4887384366770928
1350000,1360000,0.9,100000,chr1,-1.112190251510644,1.5776106607217992,-0.5773869716510301,-0.7112442788835522,-0.8485544600291232,-1.112190251510644,-0.8071016864328221,-1.1983322099516782,-0.8774991573966224
1630000,1640000,0.9,100000,chr1,-0.5631929774490664,0.9490542854474532,-0.49087990127711484,-0.45728542430762714,-0.4489901174784324,-0.5631929774490664,-0.5324730376362193,-0.4412813542049884,-1.0313523438608823
2020000,2030000,0.9,100000,chr1,-0.1221906373987455,0.4887687937696962,0.12218455765996367,0.07842234418199236,-0.13683585100372067,-0.12219063739874556,-0.09342015706031649,-0.16513181509387284,-0.2730766673344398
2510000,2520000,0.9,100000,chr1,-0.7299864134885291,1.1386110652913823,-0.5430252155631662,-0.574696907417313,-0.7207399656970648,-0.7299864134885291,-0.77004312765069,-0.4775036293765957,-0.5305019143151967
3060000,3070000,0.9,100000,chr1,-0.4344351049904751,0.7511713791345422,-0.6503956221075133,-0.7409515172969204,-0.4809391797495532,-0.4344351049904751,-0.44435669770159525,-0.44452071177417873,-0.5292174456359146
3640000,3650000,0.9,100000,chr1,-1.729448934525372,2.5232281723789214,-1.7621200106330233,-1.301577015853903,-1.45357382103348,-1.7294489345253719,-1.6807850363199601,-1.7237412460248764,-1.5405524824726087
4030000,4040000,0.9,100000,chr1,-0.2557070280693218,0.5231010676238392,0.16490936261128714,0.120101425401836,0.0066608875752420475,-0.2557070280693218,0.11065684080203453,-0.40345236114110133,-0.17683322839600066
4710000,4720000,0.9,100000,chr1,-0.3507522398317495,0.6357819632495354,-0.24409861489676776,-0.4796686167271696,-0.3595724388448162,-0.3507522398317495,-0.2527749706938263,-0.18650908950180353,-0.4587248949790214
7500000,7510000,0.9,100000,chr1,-0.3398963816407033,0.5607328601446371,-0.12983351877521954,-0.1339625935718076,-0.34470238604525505,-0.3398963816407033,-0.43864728023790706,-0.8197370998759338,-0.634687640852831
7940000,7950000,0.9,100000,chr1,-0.520925942357551,0.8334237154125732,-0.33439147557897997,-0.41020540952232437,-0.5491187006656809,-0.520925942357551,-0.4342397014137261,-0.4940555760383745,-0.40873024721587553
8480000,8490000,0.9,100000,chr1,-0.4278269752569476,0.6536464568524469,-0.1340493996046577,-0.061310419696642596,-0.4240275748066798,-0.4278269752569476,-0.4308927573406174,-0.5012703627488154,-0.46178232381873413
9220000,9230000,0.9,100000,chr1,-0.3319605311580223,0.5243853119485509,-0.10203583182091452,-0.042741432570298665,-0.16813449713150352,-0.3319605311580223,-0.03593893679708475,-0.41740324844619686,-0.22573596657028275
9480000,9490000,0.9,100000,chr1,-0.315961897260889,0.4849481889388911,-0.05232379341551948,-0.13405449283220103,-0.21586708118855377,-0.315961897260889,-0.20383194451156172,-0.5233730070811423,-0.4742017212594961
11110000,11120000,0.9,100000,chr1,-0.473568295989002,0.7076089588851626,-0.42117753446008943,-0.25501922140206557,-0.4631357757330758,-0.473568295989002,-0.45520702479863245,-0.5840732717011258,-0.5207459833476383
13910000,13920000,0.9,100000,chr1,-0.4243009122155912,0.555443659602999,0.023594829894287486,-0.02690114194180271,-0.4123884040586206,-0.42430091221559124,-0.44773742994770394,-0.5425770536372542,-0.4077262052550168
