ch,bgn,end,unknown,sim,bs_threshold,window,ins_score_Wild-Type_2.75.danrer11-reduced.mapq_30.1000,ins_score_WT.danrer11-reduced.mapq_30.1000,ins_score_TR.danrer11-reduced.mapq_30.1000,ins_score_Wild-Type_11.danrer11-reduced.mapq_30.1000,ins_score_Wild-Type_25.danrer11-reduced.mapq_30.1000
chr7,21720000,21730000,41447,0.6023173276652474,0.9,170000,0.0032117253230905776,0.2753826436307986,0.5261545336472744,0.6712965589334748,0.3703762475416195
chr24,2400000,2410000,126797,0.5922620165465667,0.9,160000,-0.04785869676374832,0.4783923265011158,0.46668916487256973,0.6164414435046097,0.23885812727734812
chr3,9690000,9700000,12892,0.58797003256291,0.9,100000,0.29716244866210567,0.40523369774442847,0.416595109528,0.5623680397643357,0.2703595240658647
chr2,7180000,7190000,6676,0.5566776177624517,0.9,210000,0.06274364734600629,0.2501275383722548,0.29508812653335525,0.15085456809021933,0.11784497613052317
chr16,42120000,42130000,91295,0.5525471535390202,0.9,130000,-0.059321540882235804,0.44532962325419506,0.418823017702461,0.3517287028222803,0.17717898098326992
chr2,21790000,21800000,8137,0.5453797987455664,0.9,210000,0.04011985743138065,0.5515934117920949,0.40470425130357957,0.3563021453790803,0.09746499076080573
chr7,41200000,41210000,43395,0.5316719217862961,0.9,170000,-0.011475868920100716,0.33808111024245374,0.36762698750682477,0.36044770572192325,0.028274243633254266
chr7,48630000,48640000,44138,0.5259192871370435,0.9,170000,-0.060674868865981384,0.29918627160120453,0.3493784053675359,0.2927205101367811,0.24873904704467892
chr17,26800000,26810000,95290,0.5194500225803792,0.9,140000,0.06429127144641505,0.28982365382099656,0.17652968148602494,0.07536666767270453,0.015258215127500543
chr23,38910000,38920000,125825,0.5193841674963738,0.9,120000,-0.24723719976955139,0.7096956778935257,0.5411195372703307,0.7011689566897944,0.10535830535947328
chr2,27500000,27510000,8708,0.5189918350933381,0.9,210000,-0.036870288539528985,0.3120822241968244,0.3519378195479797,0.5361156834058258,0.2694575601652091
chr2,11760000,11770000,7134,0.5109170676235645,0.9,210000,0.0631078891208489,0.4499491413439413,0.3971747992605829,0.5971136797921227,0.26484558159699706
chr9,46440000,46450000,56779,0.5046657504992497,0.9,170000,0.10898013413246575,0.5893409801633005,0.6181161121314539,0.5013022832998405,0.17831684141700824
chr7,34710000,34720000,42746,0.4976071231524451,0.9,170000,0.05400878850691516,0.07001181918991321,0.19184279757975717,0.34891451762544295,0.2024302501021158
chr17,28040000,28050000,95414,0.494431794336275,0.9,140000,0.04690167818842681,0.22398509141707085,0.22138757989224123,0.300622556518947,0.03310123697750352
chr18,40360000,40370000,101993,0.4917946003355397,0.9,210000,-0.08035310104661038,0.33080258979214994,0.2491620322505529,0.4399969349135403,0.1606713067958653
chr22,21030000,21040000,120123,0.4891284651824205,0.9,220000,0.09050036610691393,0.5115946679096093,0.529361513935809,0.7307974596991206,0.3725274695641003
chr5,26180000,26190000,28614,0.4873964759630884,0.9,110000,-0.06445608837082117,0.1133162488598046,0.1696684220054862,0.19975982004536458,0.06389662816104233
chr3,40430000,40440000,15966,0.4869500951792472,0.9,100000,-0.05968666703574002,0.6012945425165954,0.5008969596154135,0.765028577036399,0.3448580485619305
chr19,42740000,42750000,107334,0.48265287165706,0.9,290000,0.16202221998346367,0.24687376075695103,0.38060772816249916,0.16864858141599698,-0.059916620397389125
chr7,37620000,37630000,43037,0.4823261743461473,0.9,170000,-0.031116753341070707,0.12227952980750366,0.2616660729280885,0.47001439629272346,0.3482727754497638
chr3,55650000,55660000,17488,0.4811806544428164,0.9,100000,0.09014780143305659,0.27542523496932464,0.3861296830289961,0.2673713695828233,0.04781573386758615
chr25,34500000,34510000,134225,0.4805122813361211,0.9,210000,-0.0539050971144474,0.3303664027986061,0.3803035977397049,0.422468053735116,0.297992343083086
chr18,37330000,37340000,101690,0.4786616330979491,0.9,210000,0.030341848395293164,0.24210779677385222,0.3427216499075193,0.4312305754103573,0.13403737934509113
chr23,29660000,29670000,124900,0.4775549826826388,0.9,120000,0.035411403566933244,0.5519159592849908,0.36719279046225395,0.5197279102304182,0.43562143719294083
chr18,38820000,38830000,101839,0.4754833881941817,0.9,210000,-0.11231872987098737,0.21937895371321858,0.2750887472149282,0.10055781302506145,-0.12519622524156582
chr25,29040000,29050000,133679,0.4708623010714002,0.9,210000,0.06115252525894538,0.4010622295888949,0.0750436858613337,0.35130841669836055,0.07957478165895676
chr3,53180000,53190000,17241,0.4696068548858725,0.9,100000,-0.007962412210555346,0.5566134936641163,0.38672862023277355,0.5155862268897345,0.2578784252557595
